,text
535,Are you even paying attention?! I suppose you believe in 'Global Warming' also?
536,Anchorage season snowiest December and two decades there is no global warming people it is a lie the biggest Democratic Cash Cow out there quit believing in this global warming b******* it is truly a lie
537,@RudyGiuliani @elonmusk Your hair melts like the ice bergs thanks to global warming…
538,@nftbadger Proof of global warming
539,RT @GalSonic: It’s supposed to be snowing but instead it’s raining. CURSE YOU GLOBAL WARMING!!!!
540,"RT @PeterDClack: Earth has been warmer than today for 65% of the last 11,000 years. This scientific fact alone destroys the basis for the U…"
541,"RT @climatesavemvmt: Animal agriculture contributes 32% of global #methane emissions. Methane, with a warming potential 84 times that of #c…"
542,@estherk_k Global warming!!
543,"Venus, planet of love was destroyed by global warming.... Did its people want too much too?"
544,RT @ACCIONA_EN: Climate change denial has gone from rejecting scientific evidence to dodging taking urgent measures to halt global warming…
545,"#42 - Valentina Zharkova: “in next 30 yrs, global warming prob. will be ... https://t.co/1yrNL6VqqN via @YouTube"
546,"Is Earth losing or gaing ""net water""...?!

Who is onboard for creating ""You've Been Clowned🤡-🌎World's"" largest water distillery just by setting the whole thing ablaze🔥🔥🔥...?!

How's that for global warming You chuckle-fuqs?!🐸 https://t.co/iGg3R19rvw"
548,"I was the woman’s card, and openly destroying Baltimore. If I fully understand why her right now, we need global warming!"
549,@donna_zimmerman @leezeldin Global warming is a scam.
550,"@AnnieJo80051383 @GreenpeaceUK Global warming and cooling is natural ,so are ice ages ,so are volcanos so are mass solar ejections, so are earth axis shift  so are magnetic polarity switches ."
551,"@jazzsax1962 @tan123 You know we're currently in a three year La Niña event, right? You probably also know droughts are typical during La Niña events. Why jump to the conclusion droughts are caused by CO2? Maybe it's not about global warming after all. https://t.co/GxrZdvZCYI"
553,"@tmprowell @carlzimmer kind of like they had global warming back then but with no fossil fuels, guess they used electric cars."
554,"RT @TechTreesCoin: #TechTrees is not just an idea, project or product, it is a promise that founder had made to planet earth. 

A promise t…"
555,RT @cleanaircatf: We have the technology to cut methane emissions. Global leaders need to take action now to prevent further damage from gl…
556,"@silentkil_er Global warming will get most of us eventually, just give it time..."
557,"RT @MatthewWielicki: Check out this debate and let me know who you think wins. #Climate

https://t.co/lhXtYYtlPE"
558,RT @Wokko79: Where’s this fucking global warming they go on about? Out walking the dog and it’s freezing.
559,"@JacquelynGill kind of like they had global warming back then but with no fossil fuels, guess they used electric cars."
560,"@NHM_London kind of like they had global warming back then but with no fossil fuels, guess they used electric cars."
561,"@nukestrat kind of like they had global warming back then but with no fossil fuels, guess they used electric cars."
562,"@shoba_31 They call it climate change now rather than global warming so they can apply it to any weather and justify their zero carbon agenda

They think we don’t see through their lies Shoba"
563,"@AltcoinDailyio For those who do not believe climate charts of global warming, you also don't believe the Bitcoin charts of up down, up down, now just down down, and try to cash out while you still can."
564,@hinaparvezbutt I am more concerned about trees converted into wood bed and then how the bed made from a tree cause global warming.i do understand your side of opinion too but watches are no big deal mate.
565,"RT @IISD_Energy: ⚠️ Is your government still pushing for oil &amp; gas?

The 🌏 is already feeling the impacts of #ClimateChange &amp; developing an…"
566,"@Rob_Ruadh2 I have been perusing the style guide - here are phrases that are mandatory ""weather events"" ""extreme weather events"" ""rain bombs"" ""climate change-induced"" ""climate emergency"" ""global warming catastrophe"" - all these should be included in a story about a moderately sunny morning"
567,@SkyNews @MaizyDaizyZzzz Is that how we get  global warming then? 😳😳😂😂 @Jaguar
568,"RT @TechTreesCoin: #TechTrees is not just an idea, project or product, it is a promise that founder had made to planet earth. 

A promise t…"
569,"RT @PlumberAlberta: @MelissaMbarki It’s a balmy zero in Calgary. Minus 22 last night, wake up to zero this morning. I love chinooks ❤️❤️ or…"
570,It's damn hot. Must be global warming. #ClimateEmergency == FALSE
571,RT @RealGemmaOD: Both runways at Munich Airport closed this morning because climate ‘heroes’ have glued themselves to the tarmac. Meanwhile…
573,"RT @CarbonBrief: 🐻‍❄️A polar bear stranded on melting sea ice is often used as a symbol of global warming.

But what does the science say?…"
574,"RT @AmbQinGang: Speaking at the @USChinaBusiness Gala 2022. As the world’s top two economies, China and the US need &amp; can cooperate in more…"
575,"RT @PeterDClack: Earth has been warmer than today for 65% of the last 11,000 years. This scientific fact alone destroys the basis for the U…"
576,@farketmemiz The best part about Global Warming is that it allows progressives who would like to ditch the ideas of nations altogether to politically agitate for their cause through national politics while providing no social benefit whatsoever.
577,"RT @AmbQinGang: Speaking at the @USChinaBusiness Gala 2022. As the world’s top two economies, China and the US need &amp; can cooperate in more…"
579,"RT @TechTreesCoin: #TechTrees is not just an idea, project or product, it is a promise that founder had made to planet earth. 

A promise t…"
580,"RT @Thileeban_R: #savesoil 
Our health issues, nutrition depletion in our food, immunity deficiencies, global warming, water &amp; food scarcit…"
581,"RT @constantin_t: 💎 “No one has ever shown that human emissions of #CO2 drives global warming!” - Australian Geologist, Professor #IanPlime…"
582,"RT @MatthewWielicki: Check out this debate and let me know who you think wins. #Climate

https://t.co/lhXtYYtlPE"
583,"RT @PeterOB24979769: @Road_Closed1984 I'll bet it melted quickly.
Global warming and all that."
584,RT @Outreachjoe: @toryboypierce @michaelgove @Kevin_Maguire Not sure Tufton Street can agree on key messages. How many jobs? We could end g…
585,"RT @Arron_banks: The global warming going a treat today, I’m Christmas shopping in London and bought a new &amp; lingwood scarf 🧣 to keep warm.…"
586,RT @thefloatie: this clip single handedly stopped global warming dont question the logic it just did  https://t.co/ufEoNRPaBj
587,"What's gucci. If each one of us does our bit, we will be helping to keep global warming from harming our countries. It's so simple,"
588,"Hunter Biden’s dick pics prove he’s responsible for global warming, right?"
589,@LayahHeilpern Global warming 😉
590,RT @RealGemmaOD: Oxfordshire County Council has approved plans to lock residents into specific zones to ‘save the planet’ from global warmi…
591,@ClownWorld_ That much food can easily feed 3 families in any normal place. She's alone contributing to global warming with her lifestyle. This is sick. All these obese people are evil and don't care about mother earth.
592,"RT @TonyClimate: The press says the signs of global warming are everywhere (floods/droughts) and anyone who disagrees is corrupt.  

Fifty…"
593,"RT @constantin_t: 💎 “No one has ever shown that human emissions of #CO2 drives global warming!” - Australian Geologist, Professor #IanPlime…"
594,RT @BurnsideNotTosh: I preferred it before global warming when the winters were warmer.
595,Cant have global warming with a bitch this cold
596,"RT @Tony40335450: Global Warming? Northern Hemisphere Snow Cover At 56-Year High.

Most mainstream media outlets overlooked this data becau…"
597,"@VargasMilan1 yes it clicks through. I understand the point. half-hearted measures never help. but global warming and lots of other consumerism-related issues already affect many, mostly poorer countries. every day. and eco systems. &gt;&gt;"
598,Meropis Vu -- Icebound planet -- Tribal life forms detected -- Colony viability: 44% -- Catastrophic global warming https://t.co/jqfJCO7ePi
599,"@ChidiNwobodo1 @YarKafanchan And not just any kind of coal, Enugu’s one of the best with the lowest sulphur content. These Western countries are just hypocrites. UK, under pressure is now resorting to coal, but African countries cannot power their economy with them due to global warming"
